title,detail,dueAt,isComplete
"Clean house 206","Finish reading current book.","",false
"Exercise 206","Learn React or Vue.js fundamentals.","",false
"Read book 206","Organize project files and folders.","2026-08-08T04:00:00.000Z",false
"Learn new skill 206","Update resume with recent projects.","",true
"Organize files 206","Book flights and hotel for vacation.","",true
"Update resume 206","Water indoor plants.","",false
"Plan vacation 206","Take dog for a walk in the park.","",false
"Water plants 206","Create slides for presentation.","2026-10-15T04:00:00.000Z",false
"Walk the dog 206","Review code for security issues.","",true
"Prepare presentation 206","Migrate data to new database.","",false
"Code review 206","","",false
"Database migration 206","The fish is hungry so give him some food.","",true
"Feed the fish 207","Need to wash all dirty clothes before Friday.","2026-03-26T04:00:00.000Z",false
"Wash my clothes 207","Buy milk, eggs, bread, and vegetables.","",false
"Buy groceries 207","Call to catch up and discuss plans.","",false
"Call mom 207","Check and approve pending pull requests.","",false
"Review pull requests 207","Update API documentation with new endpoints.","",false
"Update documentation 207","Fix critical bugs reported by users.","2026-12-16T05:00:00.000Z",false
"Fix bugs 207","Write unit tests for new features.","",true
"Write tests 207","Deploy latest version to production.","",false
"Deploy application 207","Backup all important database records.","",false
"Backup database 207","Schedule meeting with team leads.","",false
"Schedule meeting 207","Send follow-up email to clients.","2026-12-03T05:00:00.000Z",true
"Send email 207","Pay rent and utility bills.","",false
"Pay bills 207","Deep clean the house.","",false
"Clean house 207","Go for a 30-minute jog or run.","",true
"Exercise 207","Finish reading current book.","",false
"Read book 207","Learn React or Vue.js fundamentals.","2026-01-05T05:00:00.000Z",true
"Learn new skill 207","Organize project files and folders.","",true
"Organize files 207","Update resume with recent projects.","",true
"Update resume 207","Book flights and hotel for vacation.","",false
"Plan vacation 207","Water indoor plants.","",true
"Water plants 207","Take dog for a walk in the park.","2026-04-27T04:00:00.000Z",false
"Walk the dog 207","Create slides for presentation.","",false
"Prepare presentation 207","Review code for security issues.","",true
"Code review 207","Migrate data to new database.","",false
"Database migration 207","","",false
"Feed the fish 208","The fish is hungry so give him some food.","2026-11-08T05:00:00.000Z",true
"Wash my clothes 208","Need to wash all dirty clothes before Friday.","",false
"Buy groceries 208","Buy milk, eggs, bread, and vegetables.","",false
"Call mom 208","Call to catch up and discuss plans.","",false
"Review pull requests 208","Check and approve pending pull requests.","",true
"Update documentation 208","Update API documentation with new endpoints.","2026-05-07T04:00:00.000Z",false
"Fix bugs 208","Fix critical bugs reported by users.","",false
"Write tests 208","Write unit tests for new features.","",false
"Deploy application 208","Deploy latest version to production.","",false
"Backup database 208","Backup all important database records.","",false
"Schedule meeting 208","Schedule meeting with team leads.","2026-02-24T05:00:00.000Z",false
"Send email 208","Send follow-up email to clients.","",false
"Pay bills 208","Pay rent and utility bills.","",true
"Clean house 208","Deep clean the house.","",false
"Exercise 208","Go for a 30-minute jog or run.","",true
"Read book 208","Finish reading current book.","2026-11-21T05:00:00.000Z",false
"Learn new skill 208","Learn React or Vue.js fundamentals.","",false
"Organize files 208","Organize project files and folders.","",false
"Update resume 208","Update resume with recent projects.","",false
"Plan vacation 208","Book flights and hotel for vacation.","",false
"Water plants 208","Water indoor plants.","2026-08-12T04:00:00.000Z",false
"Walk the dog 208","Take dog for a walk in the park.","",false
"Prepare presentation 208","Create slides for presentation.","",false
"Code review 208","Review code for security issues.","",false
"Database migration 208","Migrate data to new database.","",true
"Feed the fish 209","","2026-05-30T04:00:00.000Z",true
"Wash my clothes 209","The fish is hungry so give him some food.","",false
"Buy groceries 209","Need to wash all dirty clothes before Friday.","",true
"Call mom 209","Buy milk, eggs, bread, and vegetables.","",false
"Review pull requests 209","Call to catch up and discuss plans.","",false
"Update documentation 209","Check and approve pending pull requests.","2026-12-10T05:00:00.000Z",false
"Fix bugs 209","Update API documentation with new endpoints.","",false
"Write tests 209","Fix critical bugs reported by users.","",false
"Deploy application 209","Write unit tests for new features.","",true
"Backup database 209","Deploy latest version to production.","",true
"Schedule meeting 209","Backup all important database records.","2026-12-10T05:00:00.000Z",false
"Send email 209","Schedule meeting with team leads.","",false
"Pay bills 209","Send follow-up email to clients.","",true
"Clean house 209","Pay rent and utility bills.","",false
"Exercise 209","Deep clean the house.","",true
"Read book 209","Go for a 30-minute jog or run.","2026-10-30T04:00:00.000Z",false
"Learn new skill 209","Finish reading current book.","",false
"Organize files 209","Learn React or Vue.js fundamentals.","",true
"Update resume 209","Organize project files and folders.","",false
"Plan vacation 209","Update resume with recent projects.","",false
"Water plants 209","Book flights and hotel for vacation.","2026-12-10T05:00:00.000Z",false
"Walk the dog 209","Water indoor plants.","",false
"Prepare presentation 209","Take dog for a walk in the park.","",true
"Code review 209","Create slides for presentation.","",true
"Database migration 209","Review code for security issues.","",true
"Feed the fish 210","Migrate data to new database.","2026-05-04T04:00:00.000Z",false
"Wash my clothes 210","","",false
"Buy groceries 210","The fish is hungry so give him some food.","",false
"Call mom 210","Need to wash all dirty clothes before Friday.","",false
"Review pull requests 210","Buy milk, eggs, bread, and vegetables.","",false
"Update documentation 210","Call to catch up and discuss plans.","2026-03-20T04:00:00.000Z",false
"Fix bugs 210","Check and approve pending pull requests.","",false
"Write tests 210","Update API documentation with new endpoints.","",false
"Deploy application 210","Fix critical bugs reported by users.","",true
"Backup database 210","Write unit tests for new features.","",true
"Schedule meeting 210","Deploy latest version to production.","2026-02-05T05:00:00.000Z",true
"Send email 210","Backup all important database records.","",false
"Pay bills 210","Schedule meeting with team leads.","",true
"Clean house 210","Send follow-up email to clients.","",false
"Exercise 210","Pay rent and utility bills.","",false
"Read book 210","Deep clean the house.","2026-06-18T04:00:00.000Z",false
"Learn new skill 210","Go for a 30-minute jog or run.","",false
"Organize files 210","Finish reading current book.","",false
"Update resume 210","Learn React or Vue.js fundamentals.","",true
"Plan vacation 210","Organize project files and folders.","",true
"Water plants 210","Update resume with recent projects.","2026-07-13T04:00:00.000Z",false
"Walk the dog 210","Book flights and hotel for vacation.","",false
"Prepare presentation 210","Water indoor plants.","",false
"Code review 210","Take dog for a walk in the park.","",false
"Database migration 210","Create slides for presentation.","",false
"Feed the fish 211","Review code for security issues.","2026-03-02T05:00:00.000Z",true
"Wash my clothes 211","Migrate data to new database.","",true
"Buy groceries 211","","",false
"Call mom 211","The fish is hungry so give him some food.","",false
"Review pull requests 211","Need to wash all dirty clothes before Friday.","",false
"Update documentation 211","Buy milk, eggs, bread, and vegetables.","2026-05-15T04:00:00.000Z",true
"Fix bugs 211","Call to catch up and discuss plans.","",true
"Write tests 211","Check and approve pending pull requests.","",false
"Deploy application 211","Update API documentation with new endpoints.","",true
"Backup database 211","Fix critical bugs reported by users.","",false
"Schedule meeting 211","Write unit tests for new features.","2026-04-13T04:00:00.000Z",false
"Send email 211","Deploy latest version to production.","",false
"Pay bills 211","Backup all important database records.","",true
"Clean house 211","Schedule meeting with team leads.","",false
"Exercise 211","Send follow-up email to clients.","",false
"Read book 211","Pay rent and utility bills.","2026-12-02T05:00:00.000Z",false
"Learn new skill 211","Deep clean the house.","",false
"Organize files 211","Go for a 30-minute jog or run.","",false
"Update resume 211","Finish reading current book.","",true
"Plan vacation 211","Learn React or Vue.js fundamentals.","",false
"Water plants 211","Organize project files and folders.","2026-02-03T05:00:00.000Z",false
"Walk the dog 211","Update resume with recent projects.","",false
"Prepare presentation 211","Book flights and hotel for vacation.","",false
"Code review 211","Water indoor plants.","",true
